iata_code,icao_code,name,country
,AZB,Azamat,Kazakhstan
ZE,AZE,"Arcus-Air Logistic",Germany
A2,AZI,"Astra Airlines",Greece
,AZK,Azalhelikopter,Azerbaijan
,AZL,"Africa One",Zambia
,AZM,Aerocozumel,Mexico
,AZP,"Arizona Pacific Airways","United States"
,AZS,"Aviacon Zitotrans Air Company",Russia
,AZT,"Azimut, S.A.",Spain
,AZV,"Azov Avia Airlines",Ukraine
,MHC,"Aero Jomacha",Mexico
,AZZ,"Azza Transport",Sudan
,NAR,"Air Continental Inc","United States"
,NAU,Antanik-Air,Ukraine
,NER,"Air Newark","United States"
,NFF,"Aircraft Support and Services",Lebanon
,OBA,Aerobanana,Mexico
,OBK,"Amako Airlines",Nigeria
R7,OCA,"Aserca Airlines",Venezuela
,NFS,"Afrique CArgo Service Senegal",Senegal
,NGC,Angoservice,Angola
,NGE,"Angel Airlines",Thailand
,OUL,"Air Atonabee",Canada
,OVA,"Aero Nova",Spain
,XPE,"Amira Air",Austria
,XSS,"Aero Express Intercontinental",Mexico
,XTJ,"Advance Aviation Services","United States"
,TLR,"Air Libya Tibesti",Libya
,OVC,Aerovic,Ecuador
,RVE,Airventure,Belgium
,RVI,"Aero Servicios",Mexico
,RVL,Airvallee,Italy
,OVE,Aeromover,Mexico
,OVI,"Aerovías Ejecutivas",Mexico
,PTD,"Aero Servicio Pity",Mexico
,PTE,"Aero Copter",Mexico
,PLL,"Air Pal",Spain
,PLM,"Air Pullmantur",Spain
,PSG,"Aviones Para Servirle",Mexico
,SLU,"Avio Sluzba",Serbia
,SCU,"Air Scorpio",Bulgaria
,SIP,"Air Spirit","United States"
,BMV,"Alatau Airlines",Kazakhstan
,GUG,Aviateca,Guatemala
,PXX,"Aroostook Aviation","United States"
,PYC,Aeropycsa,Mexico
,PVK,"Association of Private Pilots of Kazakhstan",Kazakhstan
,BAS,"Aero Services",Barbados
,BBE,"Ababeel Aviation",Sudan
,BBT,"Air Bashkortostan",Russia
,MCY,"Ambulance Air Africa","South Africa"
MQ,EGF,"American Eagle Airlines","United States"
,PUE,Aeropuelche,Chile
,PUT,Aeroput,Serbia
ML,ETC,"African Transport Trading and Investment Company",Sudan
,VUE,"AD Aviation","United Kingdom"
,XCT,"Aero Costa Taxi Aéreo",Mexico
,VRO,Aerovitro,Mexico
,VRI,"Aerotaxi Villa Rica",Mexico
,VEG,Aerovega,Mexico
,VVG,Aerovilla,Colombia
,VLR,"Aerolíneas Villaverde",Mexico
WI,WIL,"Aero Air","United States"
,VEJ,"Aero Ejecutivos",Venezuela
,WAB,"Aero Industries Inc","United States"
,VNG,"Aero Servicios Vanguardia",Mexico
,VAD,"Aero Taxi Los Valles",Spain
,VMR,"Aero Vilamoura",Portugal
,VLS,"Aero Virel",Mexico
,XAA,"Aeronautical Radio Inc","United States"
,VUO,Aerovuelox,Mexico
,VTM,"Aeronaves TSM",Mexico
VU,VUN,"Air Ivoire","Ivory Coast"
BP,BOT,"Air Botswana",Botswana
,XPR,Air-Rep,"United States"
,XLL,"Air Excel",Tanzania
,VAE,"Air Evans",Spain
,WHY,"Air Sorel",Canada
,WDR,"Air Net Private Charter","United States"
,XEC,"Air Executive Charter",Germany
GS,UPA,"Air Foyle","United Kingdom"
,VTY,"Air Midwest (Nigeria)",Nigeria
VT,VTA,"Air Tahiti","French Polynesia"
3N,URG,"Air Urga",Ukraine
,VDR,"Air Vardar",Macedonia
VL,VIM,"Air VIA",Bulgaria
,WLR,"Air Walser",Italy
,URA,"Aircompany Rosavia",Ukraine
,XLB,"Aircraft Performance Group","United States"
,WLA,"Airwaves Airlink",Zambia
,XFX,"Airways Corporation of New Zealand","New Zealand"
,WAY,Airways,France
,WGS,"Airwings oy",Finland
,XAK,Airkenya,Kenya
,WPK,"Air-Lift Associates","United States"
,VAB,"Airtrans Ltd",Russia
,URP,"ARP 410 Airlines",Ukraine
,WPR,"Auckland Regional Rescue Helicopter Trust","New Zealand"
,URR,"Aurora Airlines",Slovenia
,UST,"Austro Aéreo",Ecuador
,WLT,"Aviation Partners","United States"
,VLV,"Avialift Vladivostok",Russia
,VME,"Aviación Comercial de América",Mexico
,VVA,"Aviast Air",Russia
,WLV,"Aviation North","United States"
FK,WTA,"Africa West",Togo
,VNT,"Avient Air Zambia",Zambia
,VZR,Aviazur,France
,VID,Aviaprad,Russia
G2,VXG,Avirex,Gabon
,VXX,"Aviaexpress Aircompany",Ukraine
,XAM,"AMR Services Corporation","United States"
,XAO,"Airline Operations Services","United States"
,VAZ,"Airlines 400",Russia
V8,VAS,"ATRAN Cargo Airlines","Russian Federation"
,VAM,Ameravia,Uruguay
K6,KHV,"Angkor Air",Cambodia
,VBC,"AVB-2004 Ltd",Bulgaria
,XKX,ASECNA,France
,XAT,"AT and T Aviation Division","United States"
,VAI,Avalair,Serbia
,VRT,"Averitt Air Charter","United States"
VE,AVE,Avensa,Venezuela
V5,VLI,"Avolar Aerolíneas",Mexico
,VSA,"Avstar Aviation","South Africa"
,VSC,AVESCA,Colombia
,XAV,"Aviaprom Enterprises",Russia
,VTT,"Avia Trans Air Transport",Sudan
,VSR,"Aviostart AS",Bulgaria
,VTG,"Aviação Transportes Aéreos e Cargas",Angola
,XJA,"Assistance Aeroportuaire de L'Aeroport de Paris",France
,XFS,"American Flight Service Systems","United States"
,XME,"Australian airExpress",Australia
,XMG,"AMS Group",Russia
,CAJ,"Air Caraibes Atlantique",France
,CAO,"Air China Cargo",China
,CBE,"Aerovías Caribe",Mexico
,CBO,"Aerotaxi del Cabo",Mexico
,CBS,"Air Columbus",Ukraine
,CBV,"Aereo Cabo",Mexico
CA,CCA,"Air China",China
,CDA,Aerocardal,Chile
Q6,CDP,"Aero Condor Peru",Peru
,CDU,Aerotrans,Russia
,CDV,"Airline Skol",Russia
,CFF,Aerofan,Spain
,CFM,ACEF,Portugal
,CFR,"Africa One","Democratic Republic of the Congo"
,CFV,"Aero Calafia",Mexico
,CGB,"Air Cargo Belize",Belize
,CGV,"Aero Clube Do Algarve",Portugal
,CGW,"Air Great Wall",China
,CHJ,"Aircompany Chaika",Ukraine
,CHR,"Air Charter Services","Democratic Republic of the Congo"
,CHV,"Air Charter Professionals","United States"
,CID,"Asia Continental Airlines",Kazakhstan
5F,CIR,"Arctic Circle Air Service","United States"
,CKL,"Aviation Charter Services","United States"
,CLL,"Aerovías Castillo",Mexico
,CLP,"Aero Club De Portugal",Portugal
,CMF,"Air Care Alliance","United States"
,CND,"Aero Continente Dominicana","Dominican Republic"
,CNE,"Air Toronto",Canada
,CNH,"Aquila Air","United States"
,CNU,"Air Consul",Spain
,CNX,"AllCanada Express",Canada
,CPF,Airtechservice,Ukraine
QC,CRD,"Air Corridor",Mozambique
NV,CRF,"Air Central",Japan
,CRJ,"Air Cruzal",Angola
,CRP,"Aerotransportes Corporativos",Mexico
,CRQ,"Air Creebec",Canada
,CTA,"Aero Charter and Transport","United States"
,CTE,"Air Tenglong",China
,CTR,"Aerolíneas Centauro",Mexico
,CUO,Aerocuahonte,Mexico
CV,CVA,"Air Chathams","New Zealand"
CW,CWM,"Air Marshall Islands","Marshall Islands"
,CWP,"Australian Customs Service",Australia
,CYL,"Air One Cityliner",Italy
,CYO,"Air Transport","United States"
ZA,CYD,AccessAir,"United States"
,CYE,Aerocheyenne,Mexico
AH,DAH,"Air Algérie",Algeria
,DAP,"Aerovías DAP",Chile
,DBA,"Air Alpha","United States"
,DBD,"Air Niagara Express",Canada
,DEF,"Aviation Defense Service",France
,DEG,"Air Service Groningen",Netherlands
KI,DHI,"Adam Air",Indonesia
ER,DHL,"Astar Air Cargo","United States"
,DHM,"Archer Aviation","United Kingdom"
,DIC,Aeromedica,Mexico
,DIN,Aerodin,Mexico
HO,DJA,"Antinea Airlines",Algeria
,DJU,"Air Djibouti",Djibouti
EN,DLA,"Air Dolomiti",Italy
,DLS,"Aero Modelo",Mexico
,DLU,"Aerolíneas del Sur",Chile
,DMC,"Aerodinamica de Monterrey",Mexico
,DMI,"Aeroservicios Dinamicos",Mexico
,DML,"Aerotaxis Dosmil",Mexico
,DNA,"Aerodespachos de El Salvador","El Salvador"
,DNC,"Aerodynamics Málaga",Spain
,DNJ,"Aerodynamics Incorporated","United States"
NM,DRD,"Air Madrid",Spain
,DRM,"Airways Flight Training","United Kingdom"
,DSC,"Addis Air Cargo Services",Ethiopia
,DSK,"Aero Algarve",Portugal
,DST,"Aex Air","United States"
,DVI,"Aero Davinci International",Mexico
,DYN,"Aero Dynamics","United States"
,EAE,"Aeroservicios Ecuatorianos",Ecuador
,EAP,Aero-Pyrenees,France
,EAT,"Air Transport",Slovakia
EE,EAY,"Aero Airlines",Estonia
,EBC,"Aero Ejecutivo De Baja California",Mexico
4F,ECE,"Air City",Germany
,ECG,"Aero Ejecutivos RCG",Mexico
,ECL,"Aeronáutica Castellana",Spain
,ECM,"Aerolíneas Comerciales",Mexico
,EDA,"Aerolineas Nacionales Del Ecuador",Ecuador
,EET,"Air Este",Spain
,EFC,"Air Mana",France
,EJP,"Aeroservicios Ejecutivos Corporativos",Mexico
E8,ELG,"Alpi Eagles",Italy
,END,"Arrendadora y Transportadora Aérea",Mexico
,ENW,"Aeronaves Del Noroeste",Spain
,EOL,Airailes,France
,EOM,"Aero Ermes",Mexico
,EPL,"Aero Transportes Empresariales",Mexico
,EPE,"Aero Empresarial",Mexico
KY,EQL,"Air São Tomé and Príncipe","São Tomé and Príncipe"
,ERG,Avianergo,Russia
,ERI,"Aero Servicios Regiomontanos",Mexico
,ERK,Aerosec,Chile
,ERM,Aeromaan,Mexico
,ESB,Aereosaba,Mexico
,ESO,Avitat,"United Kingdom"
,ESU,"Aerolíneas Ejecutivas Del Sureste",Mexico
,ESZ,"Aeronáutica La Esperanza",Mexico
,ETE,"Aero Siete",Mexico
,EUK,"Air Atlanta Europe","United Kingdom"
,EVE,"Air Evex",Germany
,EVR,"Aeronautical Academy of Europe",Portugal
,EWE,"Eurowings Europe",Austria
,EXG,"Air Exchange","United States"
,FAC,"Atlantic Helicopters",Denmark
,FAG,"Argentine Air Force",Argentina
PC,FAJ,"Air Fiji",Fiji
,FAN,"AF-Air International",Angola
,FBW,"Aviation Data Systems","United States"
,FCI,"Air Carriers","United States"
,FCO,Aerofrisco,Mexico
,FCU,"Alfa 4",Mexico
JH,FDA,"Fuji Dream Airlines",Japan
,FDS,"African Medical and Research Foundation",Kenya
,FGT,"Aero Freight",Mexico
,FIC,Aerosafin,Mexico
OF,FIF,"Air Finland",Finland
,FII,"Aerodata Flight Inspection",Germany
,FIX,"Airfix Aviation",Finland
FJ,FJI,"Fiji Airways",Fiji
,FLD,"Air Falcon",Pakistan
RC,FLI,"Atlantic Airways","Faroe Islands"
QH,FLZ,"Aero Leasing","United States"
,FMT,"Air Fret De Mauritanie",Mauritania
,FNM,"Avio Nord",Italy
,FNO,"Aeroflota Del Noroeste",Spain
,FNX,"Aero Fenix",France
,FPY,"African Company Airlines","Democratic Republic of the Congo"
,FRJ,"Afrijet Airlines",Nigeria
,FRK,"Afrika Aviation Handlers",Kenya
,FRQ,"Afrique Chart'air",Cameroon
,FRT,"Aerofreight Airlines",Russia
,FST,"Aeros Limited","United Kingdom"
,FTC,"Air Affaires Tchad",Chad
,FTY,"ABC Bedarfsflug",Austria
NY,FXI,"Air Iceland",Iceland
2P,GAP,"Air Philippines",Philippines
,GAU,Aerogaucho,Uruguay
,GBJ,"Aero Business Charter",Germany
,GCF,Aeronor,Spain
,GCK,"Aerogem Cargo",Ghana
,GFO,"Aerovías del Golfo",Mexico
,GGL,Aeronáutica,Angola
ZX,GGN,"Air Georgian",Canada
,GHL,Aviance,"United Kingdom"
,GHN,"Air Ghana",Ghana
,GIL,"African International Transport",Guinea
2U,GIP,"Air Guinee Express",Guinea
,GIZ,"Africa Airlines",Guinea
,GLL,"Air Gemini",Angola
,GLT,"Aero Charter","United States"
,GME,"Aguilas Mayas Internacional",Guatemala
,GMM,"Aerotaxis Guamuchil",Mexico
,GMS,"Aeroservicios Gama",Mexico
0A,GNT,"Amber Air",Lithuania
,GOA,"Alberta Government",Canada
,GRE,"Air Scotland",Greece
DA,GRG,"Air Georgia",Georgia
,GRI,"Air Cargo Center","São Tomé and Príncipe"
GL,GRL,"Air Greenland",Denmark
LL,GRO,Allegro,Mexico
,GRR,"Agroar - Trabalhos Aéreos",Portugal
,GRX,"Aircompany Grodno",Belarus
,GSP,"Airlift Alaska","United States"
,ITI,AirSwift,Philippines
,GSV,Agrocentr-Avia,Kazakhstan
,GTC,"Altin Havayolu Tasimaciligi Turizm Ve Ticaret",Turkey
5Y,GTI,"Atlas Air","United States"
,GTP,"Aerotaxi Grupo Tampico",Mexico
,GUA,"Aerotaxis de Aguascalientes",Mexico
GG,GUY,"Air Guyane","French Guiana"
,GVI,"Air Victoria Georgia",Georgia
H9,HAD,"Air d'Ayiti",Haiti
GG,HAH,"Air Comores International",Comoros
,HAT,"Air Taxi",France
,HEI,Aerohein,Chile
,HGH,"Atlantic Air Lift",France
,HID,"Aviación Ejecutiva De Hildago",Mexico
,HJA,"Air Haiti",Haiti
HD,HLN,"Air Holland",Netherlands
,HJT,"Al Rais Cargo","United Arab Emirates"
,HKH,Air-Invest,Hungary
,HMA,"Air Tahoma","United States"
,HMT,"Air Nova","United Kingdom"
,HOM,"Aero Homex",Mexico
,HPO,"Almiron Aviation",Uganda
,HQO,Avinor,Norway
,HYR,"Airlink Airways",Ireland
8C,HZT,"Air Horizon",Togo
,IAE,"AC Insat-Aero",Russia
,ICM,"Air Inter Cameroun",Cameroon
,IFI,"Air Lift",Greece
,IKM,"Aero Survey",Ghana
,ILK,"Aero Airline",Kazakhstan
,IME,"Airtime Charters","United Kingdom"
,IMN,"Aerotaxis Cimarron",Mexico
,INA,"Aero Internacional",Mexico
,ING,Aeroingenieria,Chile
,INO,"Aeroservicios Intergrados de Norte",Mexico
,IPL,"Airpull Aviation",Spain
,IRD,"Arvand Airlines",Iran
,IRH,"Atlas Aviation Group",Iran
,IRW,"Aram Airline",Iran
,IRX,"Aria Tour",Iran
,ITE,"Aerotaxi S.R.O.","Czech Republic"
,ITF,"Avita-Servicos Aéreos",Angola
,ITO,"Aero Citro",Mexico
,IVE,"Air Executive",Spain
,IWS,Aviainvest,Russia
W9,JAB,"Air Bagan",Myanmar
,JAD,Aerojal,Mexico
,JAR,Airlink,Austria
,JEE,"Ambjek Air Services",Nigeria
,UTX,Avfinity,"United States"
,JMR,Alexandair,Canada
,JMX,"Air Jamaica Express",Jamaica
,JOA,"Air Swift Aviation",Australia
,JOB,Aerojobeni,Mexico
IP,JOL,"Atyrau Air Ways",Kazakhstan
,JPR,"Aerosmith Aviation","United States"
,JTS,"Arrendamiento de Aviones Jets",Mexico
,JUA,"Aero Juarez",Mexico
QK,JZA,"Air Canada Jazz",Canada
,KAA,"Asia Aero Survey and Consulting Engineers","Republic of Korea"
,KAD,"Air Kirovograd",Ukraine
,KAM,"Air Mach",Italy
,KAV,"Air Kufra",Libya
,KEK,Arkhabay,Kazakhstan
,KFK,"Aero Charter Krifka",Austria
,KFT,"Air Kraft Mir",Uzbekistan
,KGD,"Air Concorde",Bulgaria
,KHH,"Alexandria Airlines",Egypt
,KIE,Afit,Germany
,KKB,"Air South","United States"
KK,KKK,Atlasjet,Turkey
,KLB,"Air Mali International",Mali
,KLZ,Aerokaluz,Mexico
JS,KOR,"Air Koryo","Democratic People's Republic of Korea"
,KOY,Araiavia,Kazakhstan
,KRE,AeroSucre,Colombia
,KRT,"Air Kokshetau",Kazakhstan
,KSI,"Air Kissari",Angola
,KTN,Aeronavigaciya,Ukraine
,KVR,"Alliance Avia",Kazakhstan
,KYC,"Av Atlantic","United States"
KC,KZR,"Air Astana",Kazakhstan
,LAG,"Aviation Legacy",Gambia
LV,LBC,"Albanian Airlines",Albania
,LBI,Albisa,Mexico
,LBW,"Albatros Airways",Albania
,LDG,"Aerolíneas Aéreas Ejecutivas De Durango",Mexico
3S,BOX,Aerologic,Germany
,LDN,"Al-Donas Airlines",Nigeria
,LDR,"Aero Lider",Mexico
,LEM,Aleem,Egypt
,LET,"Aerolíneas Ejecutivas",Mexico
,LFA,"Air Alfa",Turkey
,LFC,"Aero Control Air",Canada
,LGN,Aerolaguna,Mexico
,LHR,"Al Ahram Aviation",Egypt
D4,LID,Alidaunia,Italy
,LIE,"Al-Dawood Air",Nigeria
,LKP,"American Aviation","United States"
,LKS,"Airlink Solutions",Spain
,LKY,"Air Solutions","United States"
9I,LLR,"Air India Regional",India
,LMA,Aerolima,Mexico
,LML,"Alamia Air",Libya
,LMP,"Air Plus Argentina",Argentina
,LMT,"Almaty Aviation",Kazakhstan
,LMX,"Aerolíneas Mexicanas J S",Mexico
,LMY,"Air Almaty",Kazakhstan
,LMZ,"Air Almaty ZK",Kazakhstan
XL,LNE,Aerolane,Ecuador
4Z,LNK,Airlink,"South Africa"
,LNT,"Aerolíneas Internacionales",Mexico
,LOK,"Alok Air",Sudan
,LOU,"Air Saint Louis",Senegal
FL,LPA,"Air Leap",Sweden
,LPC,"Alpine Aviation","South Africa"
A6,LPV,"Air Alps Aviation",Austria
,LRO,Alrosa-Avia,Russia
,LRW,"Al Rida Airways",Mauritania
,LSK,Aurela,Lithuania
,LSM,Aerobusinessservice,Russia
,LSR,Alsair,France
,LTI,"Aerotaxis Latinoamericanos",Mexico
,LUC,"Albinati Aeronautics",Switzerland
TD,LUR,"Atlantis European Airways",Armenia
,LVN,Aliven,Italy
,LVR,Aviavilsa,Lithuania
L8,LXG,"Air Luxor GB",Guinea-Bissau
LK,LXR,"Air Luxor",Portugal
,LYT,"Apatas Air",Lithuania
,LZP,"Air Ban",Bulgaria
,LZR,"Air Lazur",Bulgaria
,MAM,"Aeródromo De La Mancha",Spain
MK,MAU,"Air Mauritius",Mauritius
,MBA,"Avag Air",Austria
,MBB,"Air Manas",Kyrgyzstan
,MBC,"Airjet Exploracao Aerea de Carga",Angola
,MBV,Aeriantur-M,Moldova
,MCB,"Air Mercia","United Kingdom"
,MCD,"Air Medical","United Kingdom"
,MCO,"Aerolíneas Marcos",Mexico
,MDC,"Atlantic Aero and Mid-Atlantic Freight","United States"
MD,MDG,"Air Madagascar",Madagascar
,MDX,"Aerosud Charter","South Africa"
,MEF,"Air Meridan",Nigeria
,MFL,"Aero McFly",Mexico
,MGE,"Asia Pacific Airlines","United States"
,MGS,Aeromagar,Mexico
,MIE,"Aero Premier De Mexico",Mexico
9U,MLD,"Air Moldova",Moldova
,MLF,"Amal Airlines",Djibouti
L9,MLI,"Air Mali",Mali
,MLN,"Air Madeleine",Canada
,MMC,Aermarche,Italy
,MMD,"Air Alsie",Denmark
,MMM,"Aviation Company Meridian",Russia
,MMP,"AMP Incorporated","United States"
,MMX,Airmax,Peru
,MNE,"Aerolíneas Amanecer",Mexico
,MNG,"Aero Mongolia",Mongolia
,MOC,"Air Monarch Cargo",Mexico
,MOP,"Aeropublicitaria De Angola",Angola
,MOR,"Aerolíneas De Morelia",Mexico
A7,MPD,"Air Plus Comet",Spain
QO,MPX,Aeromexpress,Mexico
,MQT,"Air ITM",France
,MRL,Aeromorelos,Mexico
,MRM,Aerocharter,Canada
,MRP,Abas,"Czech Republic"
MR,MRT,"Air Mauritanie",Mauritania
,MSC,"Air Cairo",Egypt
,MSK,"Air Sport",Bulgaria
,MSM,Aeromas,Uruguay
,MSO,"Aerolíneas Mesoamericanas",Mexico
,MSV,Aero-Kamov,Russia
,MTB,"Aerotaxis Metropolitanos",Mexico
,MTE,"Aeromet Línea Aérea",Chile
,MTK,"Air Metack",Angola
,MTY,"Air Montegomery","United Kingdom"
,MXO,"Aerotaxi Mexicano",Mexico
,MYS,"Aero Yaqui Mayo",Mexico
,MZK,"AVC Airlines",Japan
,MZL,"Aerovías Montes Azules",Mexico
8D*,SUW,Astair,"Russian Federation"
F4,NBK,"Albarka Air",Nigeria
,NCL,"ACA-Ancargo Air Sociedade de Transporte de Carga Lda",Angola
,NEL,"Aero Servicios de Nuevo Laredo",Mexico
,NGV,Angoavia,Angola
,NID,Aeroni,Mexico
,NIE,"Aeroejecutiva Nieto",Mexico
AJ,NIG,"Aero Contractors",Nigeria
,NKZ,Aerokuzbass,Russia
,NRS,"Atlantic Richfield Company","United States"
,NSO,"Aerolíneas Sosa",Honduras
,NTD,"Aero Norte",Mexico
,NTV,"Air Inter Ivoire","Ivory Coast"
,NUL,"Aeroservicios De Nuevo Leon",Mexico
,NVI,"Avial NV Aviation Company",Russia
,NWG,Airwing,Norway
,NXA,"Air Next",Japan
,OAO,"Arkhangelsk 2 Aviation Division",Russia
,OGI,Aerogisa,Mexico
,OLV,"Aerolíneas Olve",Mexico
,OMG,Aeromega,"United Kingdom"
,ONR,"Air One Nine",Libya
,ONT,"Air Ontario",Canada
,ORP,Aerocorp,Mexico
,ORS,"Action Air",Italy
,OSN,Aerosan,Mexico
,OSO,"Aviapartner Limited Company",Russia
,PAJ,Aliparma,Italy
,PBT,"Air Parabet",Bangladesh
8Y,PBU,"Air Burundi",Burundi
,PCG,"Aeropostal Cargo de Mexico",Mexico
,PCK,"Air Pack Express",Spain
,PCS,"Air Palace",Mexico
OT,PEL,"Aeropelican Air Services",Australia
,PEV,"Peoples Vienna Line",Austria
,PFI,"Aerolíneas Chihuahua",Mexico
,PFT,"Air Cargo Express International","United States"
,PHR,"Al Farana Airline",Egypt
,PHW,Ave.com,"United Arab Emirates"
,PIE,"Air South West","United Kingdom"
,PIF,"Aeroservicios California Pacifico",Mexico
,PKA,"AST Pakistan Airways",Pakistan
,PNL,"Aero Personal",Mexico
,PNU,"Aero Servicios Platinum",Mexico
,POY,"Apoyo Aéreo",Mexico
,PRI,"Aerotransportes Privados",Mexico
,PRT,"Atlantic Coast Jet","United States"
AD,PRZ,"Air Paradise International",Indonesia
,PSE,"Aeroservicio Sipse",Mexico
,PSL,"Aeroservicios Corporativos De San Luis",Mexico
,PVA,"Aerotransportes Privados",Mexico
,PZA,"Aéreo Taxi Paraza",Mexico
QD,QCL,"Air Class Líneas Aéreas",Uruguay
,QEA,"Aviation Consultancy Office",Australia
,QAT,"Aero Taxi",Canada
,QKC,"Aero Taxi Aviation","United States"
,QLA,"Aviation Quebec Labrador",Canada
QS,QSC,"African Safari Airways",Kenya
,QUI,"Aero Quimmco",Mexico
,RAD,Alada,Angola
,RAI,"Aerotur Air",Kazakhstan
,RAP,"Air Center Helicopters","United States"
,RBE,"Aur Rum Benin",Benin
,RBJ,"Aeroserivios Del Bajio",Mexico
4Y,RBU,"Airbus France",France
,RBV,"Air Roberval",Canada
AG,ARU,"Aruba Airlines",Aruba
,RCC,"Air Charters Eelde",Netherlands
,RCE,Aerocer,Mexico
,RCF,Aeroflot-Cargo,Russia
MC,RCH,"Air Mobility Command","United States"
,RCI,"Air Cassai",Angola
,RCO,"Aero Renta De Coahuila",Mexico
,RCP,Aerocorp,Mexico
,RCQ,"Aerolíneas Regionales",Mexico
,RCU,"Atlantic S.L.",Spain
,RCX,"Air Service Center",Italy
,RDD,"Adygeya Airlines",Russia
,RDM,"Air Ada",Mauritania
RE,REA,"Aer Arann",Ireland
,REN,Aero-Rent,Mexico
,RES,"Australian Maritime Safety Authority",Australia
UU,REU,"Air Austral",France
,REY,Aero-Rey,Mexico
,RFC,"Aero Africa",Swaziland
,RFD,"Aerotransportes Rafilher",Mexico
,RGO,Argo,"Dominican Republic"
,RGT,"Airbourne School of Flying","United Kingdom"
,RHL,"Air Archipels",France
,RIF,"Aviation Ministry of the Interior of the Russian Federation","Russian Federation"
,RIS,"Aeris Gestión",Spain
6K,RIT,"Asian Spirit",Philippines
,RJS,"Aeroservicios Jet",Mexico
,RKA,"Air Afrique","Ivory Coast"
A5,RLA,Airlinair,France
,RLK,"Air Nelson","New Zealand"
,RLL,"Air Leone","Sierra Leone"
QL,RLN,"Aero Lanka","Sri Lanka"
,RLZ,"Air Alize",France
,RMD,"Air Amder",Mauritania
R3,RME,"Armenian Airlines",Armenia
MV,RML,"Air Mediterranean",Greece
,RMO,Arm-Aero,Armenia
,RMX,"Air Max",Bulgaria
2O,RNE,"Air Salone","Sierra Leone"
,RNM,"Aeronem Air Cargo",Ecuador
,RNR,"Air Cargo Masters","United States"
U8,RNV,Armavia,Armenia
,ROE,Aeroeste,Bolivia
,ROI,"Avior Airlines",Venezuela
,ROL,"Aeroel Airways",Israel
BQ,ROM,"Aeromar Lineas Aereas Dominicanas","Dominican Republic"
,ROD,Aerodan,Mexico
P5,RPB,AeroRepública,Colombia
,RPC,"Aerolíneas Del Pacífico",Ecuador
,RRC,"Aero Roca",Mexico
,RRE,"Aerotransportes Internacionales De Torreon",Mexico
,RRM,"Acvila Air-Romanian Carrier",Romania
,RSC,"Aerolíneas Ejecutivas Tarascas",Mexico
BF,RSR,Aero-Service,"Republic of the Congo"
5L,RSU,AeroSur,Bolivia
,RTE,Aeronorte,Portugal
,RTH,Artis,France
,RTO,"Arhabaev Tourism Airlines",Kazakhstan
,RTQ,"Air Turquoise",France
,RTU,Aerotucan,Mexico
,RUD,"Air Anastasia",Ukraine
,RUM,"Air Rum","Sierra Leone"
,RUN,"ACT Havayollari",Turkey
,RVP,"Air VIP",Portugal
,RVT,"Aircompany Veteran",Armenia
,RWB,"Alliance Express Rwanda",Rwanda
,RWC,"Arrow Ecuador Arrowec",Ecuador
,RWY,"Aerogroup 98 Limited","United Kingdom"
,RXT,Aeroxtra,Mexico
,RWS,"Air Whitsunday",Australia
,RZL,"Aero Zambia",Zambia
,RZN,"Aero Zano",Mexico
,RZZ,"Anoka Air Charter","United States"
,SBH,Aerosaab,Mexico
,SCD,"Associated Aviation",Nigeria
,SCM,"American Jet International","United States"
EX,SDO,"Air Santo Domingo","Dominican Republic"
,SDP,"Aero Sudpacifico",Mexico
,SEF,"Aero Servicios Ejecutivas Del Pacifico",Mexico
JR,SER,"Aero California",Mexico
,SGV,Aerosegovia,Nicaragua
,SHH,"Airshare Holdings","United Kingdom"
,SIY,Aerosiyusa,Mexico
,SIZ,"Aero Silza",Mexico
,SJN,"Air San Juan","United States"
,SKP,"Aero-North Aviation Services",Canada
,SMI,"Aero Sami",Mexico
Z3,SMJ,"Avient Aviation",Zimbabwe
,SOD,"Aerolíneas Sol",Mexico
,SOE,"Air Soleil",Mauritania
,SOG,"Aero Soga",Guinea-Bissau
,SPD,"Airspeed Aviation",Canada
M3,SPJ,"Air Service",Macedonia
,SPO,"Aeroservicios Ejecutivos Del Pacifico",Mexico
,SPY,"Asian Aerospace Service",Thailand
,SPZ,Airworld,"South Africa"
,SQR,"Alsaqer Aviation",Libya
,SRI,"Air Safaris and Services","New Zealand"
,SRV,"Aero Servicio Corporativo",Mexico
,SSL,"Air Sultan","Sierra Leone"
,SSM,"Aero 1 Pro-Jet",Canada
,SSN,"Airquarius Air Charter","South Africa"
,STK,Aeropac,"United States"
,SUE,"Aerolíneas Del Sureste",Mexico
,SUY,"Aerial Surveys (1980) Limited","New Zealand"
GM,SVK,"Air Slovakia",Slovakia
,SWH,"Adler Aviation",Canada
R3,SYL,"Aircompany Yakutia",Russia
,SYT,"Aerosud Aviation","South Africa"
HC,SZN,"Air Senegal",Senegal
,TAA,"Aeroservicios de La Costa",Mexico
